TrialNumber,SpeedUpTimeCalc,TrialStart,SpeedUpTimeAct,ReactionTime
64,2.73678789240128,0,0,0
65,1.00117989981017,0,0,0
66,1.25183629982105,0,0,0
67,2.48929542455474,0,0,0
68,2.1126088301089,0,0,0
69,1.11341710053788,0,0,0
70,2.23285304306399,0,0,0
71,1.17652885947546,0,0,0
72,1.90584463025269,0,0,0
73,2.93579435939759,0,0,0
74,1.83236697792732,0,0,0
75,2.27526580101773,0,0,0
76,2.93910370657468,0,0,0
77,1.66300137673178,0,0,0
78,2.18482474796257,0,0,0
79,1.62337847349012,0,0,0
80,2.48767208973651,0,0,0
81,1.26329401359822,0,0,0
82,1.13475196413525,0,0,0
83,2.01765619271297,0,0,0
84,2.8845072902686,0,0,0
85,2.18603634809616,0,0,0
86,2.83146969499403,0,0,0
87,2.64506464637226,0,0,0
88,1.17788916835241,0,0,0
89,1.58666747844073,0,0,0
90,1.08398424467103,0,0,0
91,0.932597886678285,0,0,0
92,2.82816641971978,0,0,0
93,2.12740806402551,0,0,0
94,2.08354171933023,0,0,0
95,2.20122513805016,0,0,0
96,1.67001705538261,0,0,0
97,2.58152190877428,0,0,0
98,1.30728273483906,0,0,0
99,0.844568377840677,0,0,0
100,2.07667547078678,0,0,0
101,1.70260633664702,0,0,0
102,2.19989671523188,0,0,0
103,1.56947908488196,0,0,0
104,2.73738099977037,0,0,0
105,1.2870301254205,0,0,0
106,1.42305484034805,0,0,0
107,1.15902690439193,0,0,0
108,1.94216300367122,0,0,0
109,0.992902245783024,0,0,0
110,2.71694263888829,0,0,0
111,1.85721738941102,0,0,0
112,1.50851264277589,0,0,0
113,0.812519769953891,0,0,0
114,2.93328080874939,0,0,0
115,1.37464784832625,0,0,0
116,1.41651277141809,0,0,0
117,2.67059508980394,0,0,0
118,2.26401144439089,0,0,0
119,1.06434970003004,0,0,0
120,1.84589188840283,0,0,0
121,1.73117539079565,0,0,0
122,1.49514119584711,0,0,0
123,2.6689881085865,0,0,0
124,0.812954507905217,0,0,0
125,1.17113019717245,0,0,0
126,2.31156452422458,0,0,0
127,2.28643894629274,0,0,0
128,1.05492365853634,0,0,0
129,2.4782320952463,0,0,0
130,2.82238561848447,0,0,0
131,1.70549855007133,0,0,0
132,2.7853741011482,0,0,0
133,1.4409363657787,0,0,0
134,1.7991963495346,0,0,0
135,2.07123875373984,0,0,0
136,2.79724780098104,0,0,0
137,0.881358839658578,0,0,0
138,0.917165505637327,0,0,0
139,1.47037832991953,0,0,0
140,2.61217199325283,0,0,0
141,1.02551407820261,0,0,0
142,2.69942483762679,0,0,0
143,1.25257988707403,0,0,0
144,0.827253948776353,0,0,0
145,0.92436560149641,0,0,0
146,2.68539203399834,0,0,0
147,2.28456516229366,0,0,0
148,2.12255131969576,0,0,0
149,2.43431202072748,0,0,0
150,2.81834530143131,0,0,0
151,1.06243632858714,0,0,0
152,1.43128410969494,0,0,0
153,1.14361754151365,0,0,0
154,2.32030105426073,0,0,0
155,1.74798574123853,0,0,0
156,1.71705294205598,0,0,0
157,2.58786060958021,0,0,0
158,0.888924860814184,0,0,0
159,1.8806743174096,0,0,0
160,1.65041434960805,0,0,0
161,2.01024565637077,0,0,0
162,1.40808243802112,0,0,0
163,1.60765950632672,0,0,0
164,1.26001493989542,0,0,0
165,2.20513536257452,0,0,0
166,1.2204577112635,0,0,0
167,1.15954590431388,0,0,0
168,2.55094211227718,0,0,0
169,2.4345839770625,0,0,0
170,2.58856662316607,0,0,0
171,2.97337153704644,0,0,0
172,1.39186127151855,0,0,0
173,1.06038019016218,0,0,0
174,2.27478496800048,0,0,0
175,2.85972841565652,0,0,0
176,2.96783503403695,0,0,0
177,1.91482376463679,0,0,0
178,1.17040079445456,0,0,0
179,2.58405492049016,0,0,0
180,1.83687182124617,0,0,0
